uid;name;gs_x;gs_y;gs_z;cg;osn;mark;spf;tt
CIjBLgvXY5iKSA;Трафарет;16;10;0;90;251-053;БОПИ;"Фотобумага ""Унибром"" ГОСТ 10752-79";"Неуказанные предельные отклонения размеров, допуски формы и расположения поверхностей - по ОСТ 1 00022-80 . | Трафарет изготавливать методом фотонабора на фотобумаге. | Надписи выполнять шрифтом 1-4; 5-4; 9-4 - ОСТ1 00312-78. | Информацию располагать симметрично краям трафарета. | Фон трафарета черный, надпись белая. | Маркировать Ч, клеймить К на бирке."
CkR99KGuY5iKSA;Трафарет;34;6;0;72;251-053;БОПИ;"Фотобумага ""Унибром"" ГОСТ 10752-79";"Неуказанные предельные отклонения размеров, допуски формы и расположения поверхностей - по ОСТ 1 00022-80 . | Трафарет изготавливать методом фотонабора на фотобумаге. | Надписи выполнять шрифтом 1-4; 5-4; 9-4 - ОСТ1 00312-78. | Информацию располагать симметрично краям трафарета. | Фон трафарета черный, надпись белая. | Маркировать Ч, клеймить К на бирке."
Coe9nuQjY5iKSA;Трафарет;34;6;0;72;251-053;БОПИ;"Фотобумага ""Унибром"" ГОСТ 10752-79";"Неуказанные предельные отклонения размеров, допуски формы и расположения поверхностей - по ОСТ 1 00022-80 . | Трафарет изготавливать методом фотонабора на фотобумаге. | Надписи выполнять шрифтом 1-4; 5-4; 9-4 - ОСТ1 00312-78. | Информацию располагать симметрично краям трафарета. | Фон трафарета черный, надпись белая. | Маркировать Ч, клеймить К на бирке."
03V9yxi6Y5iKSA;Кронштейн;60;45;0;74;002-053;Д16ч;Лист;Неуказанные предельные отклонения размеров, допуски формы и расположения поверхностей - по ОСТ 1 00022-80 . | Термообработка: закалить и естественно старить по ПИ 1.2.699-2007. Группа контроля 5 ОСТ 1 00021-78. | Шероховатость поверхностей указана цветом в соответствии с инструкцией 30.0011.0155.998. | Контроль визуальный - после анодирования. | Покрытие: Ан. Окс. нхр/ Эмаль ЭП-140, слоновая кость. 597 ОСТ 1 90055-85. | Маркировать Чк и клеймить Кк шрифтом ПО-5 ГОСТ 2930-62 . Разрешается маркировать спецтушью. | Маркировать Чк и клеймить Кк шрифтом ПО-5 ГОСТ 2930-62 . Разрешается маркировать спецтушью. | Маркировать Чк и клеймить Кк шрифтом ПО-5 ГОСТ 2930-62 . Разрешается маркировать спецтушью. | Маркировать Чк и клеймить Кк шрифтом ПО-5 ГОСТ 2930-62 . Разрешается маркировать спецтушью.
0bY9yxi6Y5iKSA;Кронштейн;120;65;0;74;002-053;Д16ч;Лист;Неуказанные предельные отклонения размеров, допуски формы и расположения поверхностей - по ОСТ 1 00022-80 . | Термообработка: закалить и естественно старить по ПИ 1.2.699-2007. Группа контроля 5 ОСТ 1 00021-78. | Шероховатость поверхностей указана цветом в соответствии с инструкцией 30.0011.0155.998. | Контроль визуальный - после анодирования. | Покрытие: Ан. Окс. нхр/ Эмаль ЭП-140, слоновая кость. 597 ОСТ 1 90055-85. | Маркировать Чк и клеймить Кк шрифтом ПО-5 ГОСТ 2930-62 . Разрешается маркировать спецтушью. | Маркировать Чк и клеймить Кк шрифтом ПО-5 ГОСТ 2930-62 . Разрешается маркировать спецтушью. | Маркировать Чк и клеймить Кк шрифтом ПО-5 ГОСТ 2930-62 . Разрешается маркировать спецтушью. | Маркировать Чк и клеймить Кк шрифтом ПО-5 ГОСТ 2930-62 . Разрешается маркировать спецтушью.
12Y9g9C4Y5iKSA;Кронштейн;53;40;0;74;002-053;Д16ч;Лист;Неуказанные предельные отклонения размеров, допуски формы и расположения поверхностей - по ОСТ 1 00022-80 . | Термообработка: закалить и естественно старить по ПИ 1.2.699-2007. Группа контроля 5 ОСТ 1 00021-78. | Шероховатость поверхностей указана цветом в соответствии с инструкцией 30.0011.0155.998. | Контроль визуальный - после анодирования. | Покрытие: Ан. Окс. нхр/ Эмаль ЭП-140, слоновая кость. 597 ОСТ 1 90055-85. | Маркировать Чк и клеймить Кк шрифтом ПО-5 ГОСТ 2930-62 , разрешается маркировать спецтушью. | Маркировать Чк и клеймить Кк шрифтом ПО-5 ГОСТ 2930-62 , разрешается маркировать спецтушью. | Маркировать Чк и клеймить Кк шрифтом ПО-5 ГОСТ 2930-62 , разрешается маркировать спецтушью. | Маркировать Чк и клеймить Кк шрифтом ПО-5 ГОСТ 2930-62 , разрешается маркировать спецтушью.
1uU9rB3QY5iKSA;Кронштейн;90;75;0;74;002-053;Д16ч;Лист;Неуказанные предельные отклонения размеров, допуски формы и расположения поверхностей - по ОСТ 1 00022-80 . | Термообработка: закалить и естественно старить по ПИ 1.2.699-2007. Группа контроля 5 ОСТ 1 00021-78. | Шероховатость поверхностей указана цветом в соответствии с инструкцией 30.0011.0155.998. | Контроль визуальный - после анодирования. | Покрытие: Ан. Окс. нхр/ Эмаль ЭП-140, слоновая кость. 597 ОСТ 1 90055-85. | Маркировать Чк и клеймить Кк шрифтом ПО-5 ГОСТ 2930-62 . Разрешается маркировать спецтушью. | Маркировать Чк и клеймить Кк шрифтом ПО-5 ГОСТ 2930-62 . Разрешается маркировать спецтушью. | Маркировать Чк и клеймить Кк шрифтом ПО-5 ГОСТ 2930-62 . Разрешается маркировать спецтушью. | Маркировать Чк и клеймить Кк шрифтом ПО-5 ГОСТ 2930-62 . Разрешается маркировать спецтушью.
2$b9LnrWY5iKSA;Кронштейн;100;55;0;74;002-053;Д16ч;Лист;Неуказанные предельные отклонения размеров, допуски формы и расположения поверхностей - по ОСТ 1 00022-80 . | Термообработка: закалить и естественно старить по ПИ 1.2.699-2007. Группа контроля 5 ОСТ 1 00021-78. | Шероховатость поверхностей указана цветом в соответствии с инструкцией 30.0011.0155.998. | Контроль визуальный - после анодирования. | Покрытие: Ан. Окс. нхр/ Эмаль ЭП-140, слоновая кость. 597 ОСТ 1 90055-85. | Маркировать Чк и клеймить Кк шрифтом ПО-5 ГОСТ 2930-62 . Разрешается маркировать спецтушью. | Маркировать Чк и клеймить Кк шрифтом ПО-5 ГОСТ 2930-62 . Разрешается маркировать спецтушью. | Маркировать Чк и клеймить Кк шрифтом ПО-5 ГОСТ 2930-62 . Разрешается маркировать спецтушью. | Маркировать Чк и клеймить Кк шрифтом ПО-5 ГОСТ 2930-62 . Разрешается маркировать спецтушью.
2NnF5KbOY5iKSA;Кронштейн;130;95;0;74;002-053;Д19ч;Лист;Неуказанные предельные отклонения размеров, допуски формы и расположения поверхностей - по ОСТ 1 00022-80 . | Термообработка: закалить и естественно старить по ПИ 1.2.699-2007. Группа контроля 5 ОСТ 1 00021-78. | Шероховатость поверхностей указана цветом в соответствии с инструкцией 30.0011.0155.998. | Контроль визуальный - после анодирования. | Покрытие: Ан. Окс. нхр/ Эмаль ЭП-140, слоновая кость. 597 ОСТ 1 90055-85. | Маркировать Чк и клеймить Кк шрифтом ПО-5 ГОСТ 2930-62 . Разрешается маркировать спецтушью. | Маркировать Чк и клеймить Кк шрифтом ПО-5 ГОСТ 2930-62 . Разрешается маркировать спецтушью. | Маркировать Чк и клеймить Кк шрифтом ПО-5 ГОСТ 2930-62 . Разрешается маркировать спецтушью. | Маркировать Чк и клеймить Кк шрифтом ПО-5 ГОСТ 2930-62 . Разрешается маркировать спецтушью.
43qBFQj1Y5iKSA;Кронштейн;100;100;0;74;002-053;Д19ч;Лист;Неуказанные предельные отклонения размеров, допуски формы и расположения поверхностей - по ОСТ 1 00022-80 . | Термообработка: закалить и естественно старить по ПИ 1.2.699-2007. Группа контроля 5 ОСТ 1 00021-78. | Шероховатость поверхностей указана цветом в соответствии с инструкцией 30.0011.0155.998. | Контроль визуальный - после анодирования. | Покрытие: Ан. Окс. нхр/ Эмаль ЭП-140, слоновая кость. 597 ОСТ 1 90055-85. | Маркировать Чк и клеймить Кк шрифтом ПО-5 ГОСТ 2930-62 . | Маркировать Чк и клеймить Кк шрифтом ПО-5 ГОСТ 2930-62 . | Маркировать Чк и клеймить Кк шрифтом ПО-5 ГОСТ 2930-62 . | Маркировать Чк и клеймить Кк шрифтом ПО-5 ГОСТ 2930-62 .
AbV5NipfY5iKSA;Кронштейн;85;45;0;74;002-053;Д19ч;Лист;Неуказанные предельные отклонения размеров, допуски формы и расположения поверхностей - по ОСТ 1 00022-80 . | Термообработка: закалить и естественно старить по ПИ 1.2.699-2007. Группа контроля 5 ОСТ 1 00021-78. | Шероховатость поверхностей указана цветом в соответствии с инструкцией 30.0011.0155.998. | Контроль визуальный - после анодирования. | Покрытие: Ан. Окс. нхр/ Эмаль ЭП-140, слоновая кость. 597 ОСТ 1 90055-85. | Маркировать Чк и клеймить Кк шрифтом ПО-5 ГОСТ 2930-62 . | Маркировать Чк и клеймить Кк шрифтом ПО-5 ГОСТ 2930-62 . | Маркировать Чк и клеймить Кк шрифтом ПО-5 ГОСТ 2930-62 . | Маркировать Чк и клеймить Кк шрифтом ПО-5 ГОСТ 2930-62 .
Dga5NipfY5iKSA;-1;110;45;0;74;002-053;-1;-1;Неуказанные предельные отклонения размеров, допуски формы и расположения поверхностей - по ОСТ 1 00022-80 . | Термообработка: закалить и естественно старить по ПИ 1.2.699-2007. Группа контроля 5 ОСТ 1 00021-78. | Шероховатость поверхностей указана цветом в соответствии с инструкцией 30.0011.0155.998. | Контроль визуальный - после анодирования. | Покрытие: Ан. Окс. нхр/ Эмаль ЭП-140, слоновая кость. 597 ОСТ 1 90055-85. | Маркировать Чк и клеймить Кк шрифтом ПО-5 ГОСТ 2930-62 . | Маркировать Чк и клеймить Кк шрифтом ПО-5 ГОСТ 2930-62 . | Маркировать Чк и клеймить Кк шрифтом ПО-5 ГОСТ 2930-62 . | Маркировать Чк и клеймить Кк шрифтом ПО-5 ГОСТ 2930-62 .
DqQ5NipfY5iKSA;-1;115;45;0;74;002-053;-1;-1;Неуказанные предельные отклонения размеров, допуски формы и расположения поверхностей - по ОСТ 1 00022-80 . | Термообработка: закалить и естественно старить по ПИ 1.2.699-2007. Группа контроля 5 ОСТ 1 00021-78. | Шероховатость поверхностей указана цветом в соответствии с инструкцией 30.0011.0155.998. | Контроль визуальный - после анодирования. | Покрытие: Ан. Окс. нхр/ Эмаль ЭП-140, слоновая кость. 597 ОСТ 1 90055-85. | Маркировать Чк и клеймить Кк шрифтом ПО-5 ГОСТ 2930-62 . | Маркировать Чк и клеймить Кк шрифтом ПО-5 ГОСТ 2930-62 . | Маркировать Чк и клеймить Кк шрифтом ПО-5 ГОСТ 2930-62 . | Маркировать Чк и клеймить Кк шрифтом ПО-5 ГОСТ 2930-62 .
DVa5NipfY5iKSA;Кронштейн;90;45;0;74;002-053;Д19ч;Лист;Неуказанные предельные отклонения размеров, допуски формы и расположения поверхностей - по ОСТ 1 00022-80 . | Термообработка: закалить и естественно старить по ПИ 1.2.699-2007. Группа контроля 5 ОСТ 1 00021-78. | Шероховатость поверхностей указана цветом в соответствии с инструкцией 30.0011.0155.998. | Контроль визуальный - после анодирования. | Покрытие: Ан. Окс. нхр/ Эмаль ЭП-140, слоновая кость. 597 ОСТ 1 90055-85. | Маркировать Чк и клеймить Кк шрифтом ПО-5 ГОСТ 2930-62 . | Маркировать Чк и клеймить Кк шрифтом ПО-5 ГОСТ 2930-62 . | Маркировать Чк и клеймить Кк шрифтом ПО-5 ГОСТ 2930-62 . | Маркировать Чк и клеймить Кк шрифтом ПО-5 ГОСТ 2930-62 .
4TqNiqwhY5iKSA;Заводской знак;70;20;0;37;002-007;Д16ч;Лист;"Неуказанные предельные отклонения размеров, допуски формы и расположения поверхностей - по ОСТ 1 00022-80 . | Рамку &quot;В&quot; гравировать на глубину 0,3 мм. | После гравировки покрыть: Ан.Окс.нхр / поверхность &quot;А&quot; Эмаль ЭП-140 , черная . 474 ОСТ 1 90055-85 . | После гравировки покрыть: Ан.Окс.нхр / поверхность &quot;А&quot; Эмаль ЭП-140 , черная . 474 ОСТ 1 90055-85 . | После гравировки покрыть: Ан.Окс.нхр / поверхность &quot;А&quot; Эмаль ЭП-140 , черная . 474 ОСТ 1 90055-85 . | После гравировки покрыть: Ан.Окс.нхр / поверхность &quot;А&quot; Эмаль ЭП-140 , черная . 474 ОСТ 1 90055-85 . | Поверхность &quot;Б&quot; для заводского номера изделия должна иметь цвет пассивной пленки. | Информацию на табличку нанести ударным способом. Шрифтом 1-3 ОСТ 1 00312-78, допускается ГОСТ 2930-62 . | Информацию на табличку нанести ударным способом. Шрифтом 1-3 ОСТ 1 00312-78, допускается ГОСТ 2930-62 . | Маркировать Ч и клеймить K на бирке. | Маркировать Ч и клеймить K на бирке."
DstBoYOBY5iKSA;-1;62;41;0;99;004-017-043;-1;-1;Неуказанные предельные отклонения размеров, допуски формы и расположения поверхностей - по ОСТ 1 00022-80 . | Предельные отклонения размеров на обрабатываемые толщины : {{FC@@+0,3@@-0,2}} мм . | Шероховатость поверхностей указана цветом в соответствии с инструкцией 30.0011.0155.998. | Контроль визуальный - после анодирования . | Покрытие: Ан.Окс.нхр/Эмаль ЭП-140, оранжевая. 597 ОСТ 1 90055-85, кроме отверстий. | Маркировать Ч и клеймить K на бирке. | Маркировать Ч и клеймить K на бирке.
DOrJ3WecY5iKSA;Прокладка;42;16;0;53;002-009;Д19ч;Лист;Неуказанные предельные отклонения размеров, допуски формы и расположения поверхностей - по ОСТ 1 00022-80 . | Покрытие: Ан.Окс.нхр., гр. Эп-0215, 400 ОСТ 1 90055-85. | Контроль визуальный - после анодирования . | Маркировать Ч и клеймить K на бирке. | Маркировать Ч и клеймить K на бирке.
A7gB3jiKY5iKSA;Прокладка;69;12;0;72;002-053;КАСТ-В;Стеклотекстолит;Неуказанные предельные отклонения размеров, допуски формы и расположения поверхностей - по ОСТ 1 00022-80 . | Механическая обработка по ТР 1.4.1773-87. | Покрытие Лак ЭП-730. 146 ОСТ 1 90055-85. | Маркировать Ч и клеймить K на бирке. | Маркировать Ч и клеймить K на бирке.
ALvB3jiKY5iKSA;Плата;55;69;0;72;002-053;КАСТ-В;Стеклотекстолит;Неуказанные предельные отклонения размеров, допуски формы и расположения поверхностей - по ОСТ 1 00022-80 . | Механическая обработка по ТР 1.4.1773-87. | Покрытие Лак ЭП-730. 146 ОСТ 1 90055-85. | Маркировать Ч и клеймить K на бирке. | Маркировать Ч и клеймить K на бирке.
B4d9zQHWY5iKSA;Плата;50;29;0;72;002-053;КАСТ-В;Стеклотекстолит;Неуказанные предельные отклонения размеров, допуски формы и расположения поверхностей - по ОСТ 1 00022-80 . | Механическая обработка по ТР 1.4.1773-87. | Покрытие Лак ЭП-730. 146 ОСТ 1 90055-85. | Маркировать Ч и клеймить K на бирке. | Маркировать Ч и клеймить K на бирке.
DarBB6qpY5iKSA;Плата;58;22;0;72;002-053;КАСТ-В;Стеклотекстолит;Неуказанные предельные отклонения размеров, допуски формы и расположения поверхностей - по ОСТ 1 00022-80 . | Механическая обработка по ТР 1.4.1773-87. | Покрытие Лак ЭП-730. 146 ОСТ 1 90055-85. | Маркировать Ч и клеймить K на бирке. | Маркировать Ч и клеймить K на бирке.
Dbc9ZIyjY5iKSA;Плата;53;47;0;72;002-053;КАСТ-В;Стеклотекстолит;Неуказанные предельные отклонения размеров, допуски формы и расположения поверхностей - по ОСТ 1 00022-80 . | Механическая обработка по ТР 1.4.1773-87. | Покрытие Лак ЭП-730. 146 ОСТ 1 90055-85. | Маркировать Ч и клеймить K на бирке. | Маркировать Ч и клеймить K на бирке.
6pX9w6v7Y5iKSA;Прокладка;149;25;1;74;002-009;ВП-1 паронит;Паронит ВП-1 1.0 мм ТУ 2575-191-00149363-01;Неуказанные предельные отклонения размеров, допуски формы и расположения поверхностей - по ОСТ 1 00022-80 . | Маркировать Ч и клеймить K на бирке. | Маркировать Ч и клеймить K на бирке.
ATR59H8wY5iKSA;Прокладка;112;25;0;74;002-009;ВП-1 паронит;Паронит ВП-1 1.0 мм ТУ 2575-191-00149363-01;Неуказанные предельные отклонения размеров, допуски формы и расположения поверхностей - по ОСТ 1 00022-80 . | Маркировать Ч и клеймить K на бирке. | Маркировать Ч и клеймить K на бирке.
DggFPxJYY5iKSA;-1;10;145;0;72;002-042;-1;-1;Неуказанные предельные отклонения размеров, допуски формы и расположения поверхностей - по ОСТ 1 00022-80 . | Контроль визуальный - после анодирования . | Покрытие Ан.Окс.нхр / Грунтовка ЭП-0215 , 400 ОСТ 1 90055-85 . | Покрытие Ан.Окс.нхр / Грунтовка ЭП-0215 , 400 ОСТ 1 90055-85 . | Покрытие Ан.Окс.нхр / Грунтовка ЭП-0215 , 400 ОСТ 1 90055-85 . | Покрытие Ан.Окс.нхр / Грунтовка ЭП-0215 , 400 ОСТ 1 90055-85 . | Маркировать Ч и клеймить K на бирке. | Маркировать Ч и клеймить K на бирке.
DXQ9DlgdY5iKSA;Прокладка;102;75;0;72;008-008;ГНО-68-1 НТА;Пластина ПН 1.0-Г-НО-68-1НТА ТУ 38 1051959-2020;Неуказанные предельные отклонения размеров по РТМ 1712-87, категория Р2. . | Маркировать Ч, клеймить К на бирке. .
CGf9wuKbY5iKSA;Трафарет;16;5;0;72;251-053;БОПИ;"Фотобумага ""Унибром"" ГОСТ 10752-79";Неуказанные предельные отклонения размеров по ОСТ 1 00022-80 . | Текст разместить по центру трафарета. | Надписи выполнять шрифтами 1-3-ОСТ 1 00312-78, 5-3- ОСТ 1 00312-78, 9-3-ОСТ 1 00312-78. | Трафарет изготавливать методом фотонабора. | Фон трафарета черный, надписи белые.
CpW9QFzDY5iKSA;Трафарет;16;5;0;72;251-053;БОПИ;"Фотобумага ""Унибром"" ГОСТ 10752-79";Неуказанные предельные отклонения размеров по ОСТ 1 00022-80 . | Текст разместить по центру трафарета. | Надписи выполнять шрифтами 1-3-ОСТ 1 00312-78, 5-3- ОСТ 1 00312-78, 9-3-ОСТ 1 00312-78. | Трафарет изготавливать методом фотонабора. | Фон трафарета черный, надписи белые.
4poBxdXPY5iKSA;Лента стропы;1725;0;0;99;028-028;ЛТК;Лента капроновая;"Неуказанные предельные отклонения размеров <font face=""Arial Unicode MS"">&#177;</font>2мм. | Концы ленты по обрезу оплавить. | Маркировать Ч и клеймить K на бирке. | Маркировать Ч и клеймить K на бирке."
DLd9bxC1Y5iKSA;Трафарет 43-R1;20;5;0;86;251-053;БОПИ;"Фотобумага ""Унибром"" ГОСТ 10752-79";Неуказанные перельные отклонения размеров, допуски формы и расположения поверхностей по ОСТ 1 00022-88. | Текст размещать по центру трафарета. | Надписи выполнять шрифтами 1-2,5-ОСТ 1 00312-78, 5-2,5-ОСТ 1 00312-78, 9-2,5-00312-78. | Трафарет изготавливать методом фотонабора на фотобумаге | Фон трафарета черный, буквы, цифры и знак белые.
2sqFQCPFY5iKSA;Накладка;300;80;2;76;815-053;ВПС-32К10;Препрег КМКС-4.175.Т10.37 ТУ 1-595-14-836-2005;"Накладку изготавливать по ЭМ из препрега КМКС-4.175.Т10.37 в соответствии с инструкцией 30.4800.0016.998. | Направление укладки: 1й слой - направление вдоль стыка полупатрубков, последующие слои с поворотом на угол 45<font face=""Arial Unicode MS"">&#176;</font> относительнопредыдущего слоя. | При выкладке слоев на криволинейных участках допускается подрезка слоев. Стыки смежных слоев разносить. | Контроль углов армирования слоев в криволинейных зонах не производить. | Толщина накладки рассчитывается из условия толщины монослоя препрега КМКС-4.175.Т10.37 - (0,25&#177;0,02 мм). | Неуказанные предельные отклонения размеров, формы и расположения поверхностей - по ОСТ 1 00022-80. | Механическую обработку производить по ТР 1.4.1773-87. | Покрытие: эмаль ЭП-140 слоновая кость 186 ОСТ 1 90055-85, после приклейки в составе сборки 70.7603.2.1455.000. | Контроль акустическим импедансным методом по ПИ 1.2А.522-99. Допускаются зоны расслоений площадью 1,5 см<sup>2</sup> с минимальным расстоянием друг от друга 150 мм. Суммарная площадь дефектов в виде зон расслоений не должна превышать 3 см<sup>2</sup> н | Маркировать Ч и Клеймить К на бирке."
2UlFQCPFY5iKSA;Накладка;250;80;2;76;815-053;ВПС-32К10;Препрег КМКС-4.175.Т10.37 ТУ 1-595-14-836-2005;"Накладку изготавливать по ЭМ из препрега КМКС-4.175.Т10.37 в соответствии с инструкцией 30.4800.0016.998. | Направление укладки: 1й слой - направление вдоль стыка полупатрубков, последующие слои с поворотом на угол 45<font face=""Arial Unicode MS"">&#176;</font> относительнопредыдущего слоя. | При выкладке слоев на криволинейных участках допускается подрезка слоев. Стыки смежных слоев разносить. | Контроль углов армирования слоев в криволинейных зонах не производить. | Толщина накладки рассчитывается из условия толщины монослоя препрега КМКС-4.175.Т10.37 - (0,25&#177;0,02 мм). | Неуказанные предельные отклонения размеров, формы и расположения поверхностей - по ОСТ 1 00022-80. | Механическую обработку производить по ТР 1.4.1773-87. | Покрытие: эмаль ЭП-140 слоновая кость 186 ОСТ 1 90055-85, после приклейки в составе сборки 70.7603.2.1455.000. | Контроль акустическим импедансным методом по ПИ 1.2А.522-99. Допускаются зоны расслоений площадью 1,5 см<sup>2</sup> с минимальным расстоянием друг от друга 150 мм. Суммарная площадь дефектов в виде зон расслоений не должна превышать 3 см<sup>2</sup> н | Маркировать Ч и Клеймить К на бирке."
2KmByzREY5iKSA;Рукав;215;0;0;90;028-009;Без марки материала;Рукав 40У4-13 ТУ 0056016-87;МЭ габаритная. Установка согласно чертежу 70.9002.2.0000.000. | Установка и изготовление деталей по чертежу 70.9002.2.0000.000.
ByuJ$f32Y5iKSA;Крышка;139;73;10;71;045-053;КАСТ-В;Стеклотекстолит;Механическую обработку производить по ТР 1.4.1773-87. | Предельные отклонения размеров на обрабатываемые толщины : {{FC@@+0,3@@-0,2}} мм . | Неуказанные предельные отклонения размеров, допуски формы и расположения поверхностей - по ОСТ 1 00022-80 . | Покрытие Лак ЭП-730. 146 ОСТ 1 90055-85. | Маркировать Ч и клеймить K на бирке. | Маркировать Ч и клеймить K на бирке.
7qtN0r_7Y5iKSA;Пластина;38;30;0;72;002-053;КАСТ-В;Стеклотекстолит;Механическая обработка - по ТР 1.4.1773-87. | Предельные отклонения размеров, допуски формы и расположения поверхностей - по ОСТ 1 00022-80. | Покрытие: Лак ЭП-730. 146 ОСТ 1 90055-85. | Маркировать Ч и клеймить К на бирке.
A0mFfCXLY5iKSA;Кронштейн;47;28;0;90;002-053;Д19ч;Лист;Материал заготовки: Лист Д19чАТ-2,0 ОСТ 1 90246-77. | Шероховатости поверхностей указаны цветом в соответствии с инструкцией 30.0011.0155.998. | Неуказанные предельные отклонения размеров, допуски формы и расположения поверхностей - по ОСТ 1 00022-80 . | Контроль визуальный - после анодирования. | Покрытие: Ан.Окс.нхр. / Эмаль ЭП-140, цвет оранжевый. 597 ОСТ 1 90055-85. | Надписи выполнять симметрично осям отверстий гравированием на глубину 0,3 мм шрифтом 1-4, 5-4 и 9-4 ОСТ 1 00312-78 и залить эмалью ЭП-140 чёрной ГОСТ 24709-81. | Маркировать Ч и клеймить К на бирке.
06d5fhojY5iKSA;Облицовка;510;430;0;76;028-028;Без марки материала;"Ткань капроновая артикул 56003 ""Кр"" ТУ 17-04-08-468-96";Маркировать Ч и клеймить K на бирке. | Маркировать Ч и клеймить K на бирке.
0LhJX8tOY5iKSA;Рукав;2000;0;0;99;028-001;Без марки материала;Рукав 2У6-15 ТУ 38.0051515-92;Маркировать Ч и клеймить K на бирке. | Маркировать Ч и клеймить K на бирке.
0tY9x1woY5iKSA;Теплоизоляция;415;210;10;74;028-028;БТМ-1;Материал теплозвукоизоляционный;Маркировать Ч и клеймить K на бирке. | Маркировать Ч и клеймить K на бирке.
15oNIa4lY5iKSA;Рукав;185;0;0;74;028-001;Без марки материала;Рукав 2У6-15 ТУ 38.0051515-92;Маркировать Ч и клеймить K на бирке. | Маркировать Ч и клеймить K на бирке.
1ZoJVV73Y5iKSA;Обкладка;120;180;0;74;028-053;Без марки материала;Полотно трикотажное кулирное однолицевое гладкое цвет белый ТУ 17-РСФСР 50-5503-83;Маркировать Ч и клеймить K на бирке. | Маркировать Ч и клеймить K на бирке.
26e9kHGZY5iKSA;Теплоизоляция;450;215;10;76;028-028;БТМ-1;Материал теплозвукоизоляционный;Маркировать Ч и клеймить K на бирке. | Маркировать Ч и клеймить K на бирке.
2iR9kHGZY5iKSA;Облицовка;450;215;0;76;028-028;АЗТс;Материя облицовочная;Маркировать Ч и клеймить K на бирке. | Маркировать Ч и клеймить K на бирке.
3XiBdgLoY5iKSA;Теплозвукоизоляция;510;165;20;74;028-028;БТМ-1;Материал теплозвукоизоляционный;Маркировать Ч и клеймить K на бирке. | Маркировать Ч и клеймить K на бирке.
3zrBdgLoY5iKSA;Облицовка;530;165;0;74;028-028;АЗТс;Материя облицовочная;Маркировать Ч и клеймить K на бирке. | Маркировать Ч и клеймить K на бирке.
6mqNNAftY5iKSA;Рукав;285;0;0;74;028-042;Без марки материала;Рукав 2У12-15 ТУ 38.0051515-92;Маркировать Ч и клеймить K на бирке. | Маркировать Ч и клеймить K на бирке.
9$c9Z8HZY5iKSA;Теплоизоляция;30;190;0;90;028-009;БТМ-1;Материал теплозвукоизоляционный;Маркировать Ч и клеймить K на бирке. | Маркировать Ч и клеймить K на бирке.
ALvBooDDY5iKSA;Теплозвукоизоляция;650;100;10;74;028-028;АТМ-3-10;Материал теплозвукоизоляционный;Маркировать Ч и клеймить K на бирке. | Маркировать Ч и клеймить K на бирке.
BIhBooDDY5iKSA;Облицовка;660;120;0;74;028-028;КТ-11-Э/0.2;Ткань кремнеземная электроизоляционная марки;Маркировать Ч и клеймить K на бирке. | Маркировать Ч и клеймить K на бирке.
C6qJ2dW3Y5iKSA;Трубка;280;0;0;55;065-065;DR-25;Трубка термоусаживаемая;Маркировать Ч и клеймить K на бирке. | Маркировать Ч и клеймить K на бирке.
CesJ2dW3Y5iKSA;Трубка;30;0;0;55;065-065;DR-25;Трубка термоусаживаемая;Маркировать Ч и клеймить K на бирке. | Маркировать Ч и клеймить K на бирке.
D9Y9kl8QY5iKSA;Облицовка;800;160;0;76;028-028;КТ-11-Э/0.2;Ткань кремнеземная электроизоляционная марки;Маркировать Ч и клеймить K на бирке. | Маркировать Ч и клеймить K на бирке.
DFiJ4RlCY5iKSA;Облицовка;350;170;0;74;028-028;АЗТс;Материя облицовочная;Маркировать Ч и клеймить K на бирке. | Маркировать Ч и клеймить K на бирке.
4Tf9GgrKY5iKSA;Петля;30;35;0;2;004-017-053;АК4-1ч;Плита;Контроль ультрозвуковой заготовки - по ОСТ 1 90394-91. Не допускаются дефекты, амплитуда эхо-сигнала от которых превышает амплитуду эхо-сигнала о контрольного отражателя диаметром 2 мм. | Искусственно старить по ПИ 1.2.699-2007 (режим Т1). Группа контроля 5 ОСТ 1 00021-78. | Изготовление и контроль по ПИ 1.2А.497-98. | Шероховатости поверхностей указаны цветом в соответствии с инструкцией 30.0011.0155.998 | Предельные отклонения размеров на обрабатываемые толщины : {{FC@@+0,2@@-0,1}} мм . | Неуказанные предельные отклонения размеров, допуски формы и расположения поверхностей - по ОСТ 1 00022-80 . | Контроль визуальный - после анодирования . | Покрытие: Ан.Окс.нхр/эмаль ЭП-140, слоновая кость. 597 ОСТ 1 90055-85. | Маркировать Ч и клеймить K на бирке. | Маркировать Ч и клеймить K на бирке.
